"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"127",2022-05-27,-1.53417200237998,-0.846931822715791,-0.83964783726235,0.263971690481195,0.203748130595756,-1.16793140862828,0.183047140593124,-0.618839431686267,-0.495385659832433,-1.05769524340236,0.408578508585233,-0.963271901646727,-0.0939252105964199,-0.0972478112502303,-1.12640051888181,-1.32766862641315,-1.20987282230511,-1.33375407243926,-0.393883640420668,-0.551552193872898,-0.155024754458036,-0.219232495175796,-0.510109007199573,-0.646458131117139,0.731166150788099,-1.11901362538889,-0.719647763716099,-0.434927693267679,-0.800018435098319,-1.50574098937249,-1.21943089937359,-0.665897312609691,-0.987690341681138,-0.38629111311231,-1.09687909624244,-0.959070669528527,-1.51399689369296,-0.265429450336963,-1.36728231315965,-0.367599013741124,-1.28918940350484,-2.22236246075435,-0.999851796741696,-1.46377920356086,-0.0883991748685029,-0.0374687962783736,-1.24856276823618,-0.824702660826686,-1.22953501807912,-1.21753459937224,-0.737473159422087,-1.72942539237752,-0.800669083239164,-1.78615188518971,-0.439347419060065,-0.616392839648016,-0.950434009496572,-0.529112607911844,-1.21196260583561,-1.20516947272513,-0.809938607341779,-0.652512745195274
"128",2022-06-02,-1.44359053369013,-0.662741120325324,-0.848777937712027,0.104551103694535,0.00938670802746932,-1.13754516751654,-0.353453261975001,-0.713102571850653,-0.613505749999151,-0.995119106486658,-0.0607514047856708,-1.35674389967925,-0.249835294632465,-0.212447567626232,-1.18005066807891,-1.22807690034775,-1.20871556753964,-0.996689868986433,-0.499185964898483,-0.624933038806918,-0.447278095469243,-0.397849097185547,-0.43393346779589,-0.697746987740343,1.33448735072733,-1.00844429814193,-1.02111666593066,-0.547640263769543,-1.00214157854498,-1.53815349886785,-1.30542672626769,-0.711313309137393,-1.25059905021922,-0.40804303827229,-1.0228552198885,-0.938711112145557,-1.55761530042822,-0.17182306514504,-1.33988107219992,-0.140368216793596,-1.31375150667618,-1.7304960048679,-1.09136452933223,-1.54025926343557,-0.019312544140339,-0.0948878262448729,-1.23217558306188,-0.687351907865417,-1.08949273113709,-1.32495525069682,-0.844805960781218,-1.58240304562905,-0.626246085383432,-1.32558733988258,-0.537256499275212,-0.693906280845503,-1.04352846763096,-0.589612556773489,-1.35995262143604,-1.23471398587738,-0.785977044869531,-0.624534051335473
"129",2022-06-10,-1.57331867310379,-1.13498113073051,-1.29192418035182,-0.884764974779809,-0.891003119519006,-1.40753092229807,-0.975393029632701,-1.08277095511438,-1.05931376457427,-0.625876802942963,-0.26243924519328,-1.51014471984153,-0.888494058753094,-0.756579750192715,-1.41586023905014,-1.21868304712346,-1.28110012068029,-0.175777202836625,-0.84993972545286,-0.848277667744636,-0.611168341940351,-0.634293966443875,-0.834547831806834,-1.07255222192753,-0.931594001973501,-0.616610551704201,-0.974892195163241,0.183739474895103,-0.987480171210413,-1.52523031273403,-1.24488815746342,-0.942576736754914,-1.38670815100968,-0.411046250585894,-0.994544246098413,-1.03664376172862,-1.57459100606307,-0.613832285310574,-1.45618185141949,-0.514498348648841,-1.32975857338587,-1.5787349516602,-1.14321679893113,-1.4605489478086,-0.469364248364014,-0.519582383919198,-1.44965605976889,-0.868053753816229,-1.2780793742214,-1.19686102024012,-1.08314916206615,-1.73178469795804,-0.638139183177367,-1.45845804701932,-0.977959078734498,-0.972269856646419,-1.19859515882495,-0.935968845949055,-1.31539763136911,-1.21793108364213,-0.980460340414965,-0.742345055884816
"130",2022-06-17,-1.43917209114794,-1.19349124022223,-1.25761154682578,-0.943704065589965,-1.03205787383963,-1.47398127954937,-1.18393648059002,-1.16427092496601,-1.13685566569688,-0.0919209141229422,-0.911457723833808,-1.56232267681583,-0.839707311951811,-0.805239514903961,-1.50895768092488,-1.45892901352179,-1.22353577094836,0.147420565743226,-0.841120553319483,-0.881790186998054,-0.611478152361176,-0.68199402107769,-0.900472359713561,-1.14284034954011,-1.28849692508837,-0.236493372207337,-0.931083786194682,0.401644759587941,-0.983868555301445,-1.72206439660537,-1.3376383443645,-0.976543698859497,-1.1391482471749,-0.633298895292402,-1.03188933497407,-1.21905402642697,-1.62327345467902,-0.735651080313166,-1.39897465972334,-0.537273972548791,-1.28612994299142,-2.20127196636235,-1.16988254221597,-1.6483267193703,-0.825874380129929,-0.763586151140211,-1.46896641213258,-0.875886191647215,-1.47265295490223,-1.14851091403979,-1.01601309026741,-1.86566890767865,-0.698032972051227,-1.04820723953861,-1.09075859471893,-1.07578552966397,-1.16129426265895,-1.4244978267574,-1.46526226265722,-0.915710207792607,-1.11191556993502,-1.01978534986078
"131",2022-06-24,-1.19041973682028,-1.21977128882541,-1.01187645010948,-0.969968258465368,-0.929238213439892,-1.37256546384904,-1.23353686142583,-0.95248195485356,-0.853510107546683,-1.06573572324896,-0.951533895897806,-1.62655591734473,-1.27188662434689,-0.885254923372519,-1.36031510137832,-1.48060844021704,-1.52156559403345,0.0593683658251909,-1.11643953950283,-0.737407006671793,-0.798331346557162,-0.90161648347577,-1.00822980901467,-1.12353426356554,-1.35104996430842,-0.555209617378213,-1.24060699014018,0.0984805385327096,-1.03039154557406,-1.65806210734813,-1.36551253438227,-0.726864649229073,-0.0176705726272146,-0.336254917983325,-0.994003834430274,-1.20398883257915,-1.42647383818392,-0.805910139408761,-1.21684686773247,-0.677003520618769,-1.32608520629705,-1.99957703198317,-1.26679988828774,-1.73703795672121,-0.735269505126596,-0.78317066389233,-1.39426693268767,-0.548375344768445,-0.541082181724023,-0.834921372451872,-0.772668489612931,-1.75013231062441,-0.721013600948015,-1.01773849659643,-1.2875739477814,-1.17875981240833,-1.18784291914866,-1.28299175136113,-1.44643007382294,-1.09342086598521,-1.10967426753717,-0.923988332520577
"132",2022-07-01,-1.18294777877047,-1.04855389517434,-0.774548449635732,-1.0705868408141,-1.09338712123748,-1.23629096285049,-1.08729399950075,-0.680349371691319,-0.947084687964071,-1.07292720967991,-0.935380425555244,-1.32730844639727,-1.30555038909483,-0.601607404731943,-0.998049669066639,-0.708006512068849,-1.61955415241276,0.0711966947457837,-0.962478401570299,-0.0962098533998022,-0.962619416455848,-0.897649609223571,-0.888479001245916,-1.09586695611535,-1.25732146057468,-0.415636861489494,-1.26664911414059,-0.795605960835865,-0.416303869540656,-1.68390305161817,-1.40939680394904,-0.375535486717849,0.206992906166385,-1.01606321174044,-1.07121372874008,-0.710703005853167,-1.06965697883964,-0.925171947651561,-1.39976292477112,-0.734468972059496,-1.28114996664304,-1.99536937429337,-1.31793937430384,-1.67224009811378,-0.842193828547376,-0.818121743349006,-0.71312744134082,-0.182953040359784,-0.123912490466545,-0.577708167610994,-0.181594299297361,-1.76711985309866,-0.853247681070272,-1.34436898991751,-1.49380580625128,-1.21619657853033,-1.29083973973518,-1.34763605700315,-1.30927181985481,-1.21456715865661,-1.22724272045777,-1.01100850225856
"133",2022-07-08,-1.19280962042582,-1.11341731458989,-0.0338335209206818,-1.0747766885482,-1.15039084412159,-0.851660062294583,-1.02060088494831,-1.04864156505806,-1.23390199215907,-0.918908143982521,-1.15495800373167,-1.56342360882257,-1.52727875388242,-0.942370761674599,-1.36791901881252,-1.17479331057138,-1.25400115857832,0.366236788324514,-1.11655151571598,-0.994319987234865,-1.06653514492957,-0.909616627216002,-0.939748272044789,-1.12238940319821,-1.48671643739712,-0.780987443058098,-1.2698107809742,-1.21595964550864,-0.530829917140804,-1.60263109403433,-1.35817819795226,-0.448228426774949,-1.25419869279045,-0.99077371799554,-1.10589529659778,-0.126931678742204,-1.15114381651126,-1.07845705908334,-1.3511512166124,-0.971153675151868,-1.3662040455768,-1.94139179381641,-1.40807406096977,-1.1476504081217,-0.368258775191154,-0.810085358708692,-0.840941272712116,-0.875244123236843,-0.51796270751863,-1.03431515707477,-0.834553736781652,-1.63116764508091,-0.759305711386016,-1.26633988034657,-1.46226393682164,-1.08407115680925,-1.17082680317732,-1.25885863675136,-1.11477583894432,-1.17173077597718,-1.16036501707172,-0.83047381071822
"134",2022-07-15,-1.25217188887507,-1.20817089716634,0.551288915585976,-1.13486498321561,-1.15304996600456,-1.19715582206579,-1.32920364853287,-1.1005676487991,-1.15786459804358,-1.0754638657749,-1.15481349815749,-1.7464251797253,-1.58227376853067,-0.866201387934624,-1.43550318478811,-1.32398036214823,-1.45695590228249,-0.688162855207088,-1.09868107462613,-1.13591525098087,-1.12609582890642,-0.315600521927875,-0.843032188190557,-1.23031015250752,-1.51692698149678,-0.915623201087325,-1.14900053599891,-1.30368040346682,-0.83475970709221,-1.74426473736143,-1.42101131280104,-0.503660695529965,-1.11979167176641,0.507146300087314,-1.05989851513781,-0.567106912035346,-1.31778383766235,-0.944483586884263,-1.36208055922076,-1.14574802521178,-1.28757891550705,-1.90341394447859,-1.42510657430749,-1.16067160666918,-0.218329001927039,-0.665169085148824,-1.21418103029056,-1.1355672795087,-0.98892586972873,-1.56666683837221,-1.32181005632479,-1.73714771970151,-0.691050603679042,-1.25932940732444,-1.28609359037279,-0.927258335500814,-1.11086344250043,-1.33081482377497,-1.04753821396867,-1.01164541889365,-1.07311241191217,-0.758320765786267
"135",2022-07-22,-1.30932328771933,-1.29708993465452,1.56438719243764,-1.22272358207597,-1.12960583268144,-0.636054976577978,-1.23538800650177,-0.825350131868813,-0.617983149765138,-1.10237690148138,-1.18374603477775,-1.79777581787296,-1.56533203781593,-0.163534202476094,-1.32630191089441,-1.59118605143612,-1.58319657930341,-0.814018669696292,-0.89513031615502,-0.703195592704088,-1.16462551190744,-0.609390227956306,-0.923887963487772,-1.17013566905282,-1.55943277826228,-1.30093756429168,-1.21266259802194,-1.33764213117744,-0.922041990802636,-1.78418654036446,-1.44642505852823,-0.346133114953862,-1.56696308904104,0.0094761214496277,-1.12076600952074,-0.867458356458759,-1.3702061996477,-0.622748524197127,-1.573158749986,-1.22773706202423,-1.33977284648162,-1.9237678473746,-1.38713836763309,-1.09195552920327,-0.339817124879476,-0.672912168632992,-1.24951405009028,-1.07522497331902,-0.911352312150935,-1.72805614387692,-1.474567878046,-1.76560650755261,-0.832841084407592,-1.41241630369948,-1.3245734713178,-1.08574154750075,-1.24124458338301,-1.37613547776852,-1.11267672131275,-0.935122467186176,-1.18813972524953,-0.726141227418495
"136",2022-07-29,-1.30642968392158,-1.40892790134137,0.0794021601694916,-1.27998524638492,-1.25367661623547,-1.0404448629386,-1.40848552172392,-0.754805863346267,-0.919998701182631,-1.01829290641598,-0.571800306304684,-1.87700952643223,-1.740423206839,0.0534720914806889,-1.27601242335188,-1.7491345353567,-1.61705591135945,-0.501897681268682,-0.663458468358681,-0.540642006493139,-1.19407413179552,-0.937105335856537,-0.977891147434764,-1.17450786373342,-1.46006500139462,-1.53953641810944,-1.3324941199022,-1.36101083894391,-1.00264296427725,-1.71103300711676,-1.46364499382955,-0.805355849807671,-1.4834159286853,0.825901577080729,-1.08450505965049,-1.25641820810949,-1.70543152102338,0.0556679985859781,-1.63289884680244,-1.22420308132867,-1.65715683062299,-1.85486444324695,-0.772331775272169,-1.24973216182884,-0.320823902195912,-0.816712206871109,-1.49032805766187,-1.03535726305205,-0.902397107640115,-1.55229536056358,-1.52975780217305,-1.84055360491051,-0.85974526445093,-1.35820762539226,-1.34158985251194,-1.09798356922357,-1.23720399260981,-1.60894788279937,-0.738454820340874,-0.815269551647197,-1.17829240364716,-0.581722596795733
"137",2022-08-05,-1.42816702166891,-1.41763804366029,-0.246639037672643,-1.31572407332619,-1.06901782906634,-1.48097878631892,-0.838727514385449,0.0847868575067327,-0.293407482874267,-1.01956548185123,-0.449883116192238,-1.89535628961453,-2.06739000455015,-0.498651597792069,-1.370295250782,-1.81287096405571,-1.57710479995952,-0.97393818386158,-0.368403445996323,0.169646767058177,-1.06471433890853,-0.681609897841862,-1.05745080606837,-0.963715756627957,-1.3711171913494,-1.42478382732872,-1.32927113683378,-0.697886129353527,-1.05603807511206,-1.79178751355471,-1.43796586683538,-0.700467610267679,-0.91118577807105,0.421053870441143,-1.08218580812639,-1.23495376894029,-1.78472069663994,0.16686474974667,-0.439836275757343,-0.641176869480252,-1.7041818647225,-2.33247223773139,-0.535033270177444,-1.30039785235233,-0.299471142357416,-0.863413182548947,-0.321959429282421,0.584431142049983,-0.693123620271549,-1.13342642435226,-0.738295927361495,-1.90680151751408,-0.917654700900178,-1.60065216429176,-1.4001907687163,-1.18489543628977,-1.33252350580043,-1.67333079337417,-0.601573955536611,-0.937362879216355,-1.17227808644998,-0.731848534045172
"138",2022-08-12,-1.41182436120745,-1.45953134646625,-0.412443343443015,-1.34529368026471,-0.711256589367056,-1.34342696740161,-0.157720894115428,0.474119172521125,-0.720683691466109,-1.05994489900517,-0.327806791850474,-1.90220804596726,-2.16560823081686,-1.0659334280973,-1.45651563348276,-1.84758649645639,-0.465584372912866,-0.9624789660783,-0.468172732463762,-0.00604051503720993,-0.917610438910968,-1.07707382989971,-1.11519211439475,-1.23016160754569,-1.27316021136884,-1.41725272266656,-1.43088665510508,-0.578485920858961,-0.969600242765058,-1.77037666553529,-1.38593760696932,-1.08349615942003,-0.428946336116276,0.691335301526752,-1.04988593341156,-1.13003009893696,-1.65129681222793,0.251650783649248,-0.0183879753351085,-0.335187938014669,-1.67619720614114,-1.89518824468397,-0.458232611805896,-1.34878587227004,-0.260142494348428,-0.89978558297155,0.490871569771921,0.659397612862476,-0.445132694256138,-0.670090218683168,-0.975282141903894,-1.97956710490915,-1.03294542157896,-1.6513154039625,-0.87683036151217,-1.23553787623564,-1.3667721001023,-1.6140479666097,-0.404678011636463,-1.06495046787416,-1.20203650344731,-0.789256868414735
"139",2022-08-19,-1.35982082913054,-1.31757650807187,-0.746116460434692,-1.355629077266,-0.899187761988943,-1.17254894493498,-0.496698906774448,0.913974390250289,-1.1229890484737,-1.26427837214787,-0.336317972310267,-1.76370783115034,-1.97888003677237,-1.08112111723968,-1.53838138473666,-1.78956897306482,0.548748492321886,-0.921759747925529,-0.207710087291628,0.364623207712873,0.326497943079587,-0.92180340867078,-0.131903227061154,-0.921292052469398,-0.859698469458492,-1.30061253768865,-0.735081627181646,-0.56740601039647,-0.937560932164671,-2.04641227759564,-1.38719552047491,-1.33014790298703,-0.148813057182598,0.940921263389597,-1.03233756973629,-1.25986329761228,-1.37136284186,-0.160113890208839,-0.49324732249128,-0.410116801387551,-1.63042834910873,-2.09399244279102,-0.61571554009869,-1.31023452789479,-0.0461872087861251,-0.898313198309682,-0.302011657486537,0.860896879383597,0.0193828784325503,0.26351122645716,-0.746697425599542,-1.95279486159018,-1.07195980865106,-1.40131345404321,-1.48819874801302,-1.22776929458509,-1.29221579500797,-1.32621300875194,-0.562445509267213,-1.14938501519796,-1.26017876180307,-0.921794542207378
"140",2022-08-26,-1.64774171789084,-1.03096466402265,-1.44031910195995,-1.42083625034643,-1.03278284820466,-1.187424577836,-1.03865268179483,0.77335029306867,-0.978632738177282,-1.21096296633603,-0.474204718820114,-1.58892984251787,-1.908195414754,-1.19795759510678,-1.59307893486325,-1.92711740644266,0.0472413453738771,-0.901393916642072,-0.649134109878034,-0.502107651720217,0.473996077342683,-0.823771703742076,-0.408952496642997,-0.771150049144574,-1.05293343499639,-1.21377568457122,-1.03792628131827,-0.750898791001091,-0.775983016444103,-1.91801013148202,-1.28559588864808,-1.30847544225013,-0.900248905575235,0.0217473642640468,-1.02053211969175,-1.34776096856531,-0.805016670034769,-0.713439032822837,-0.192970394089497,-0.736246274726156,-1.57821880823019,-2.27754725511908,-0.603911694069593,-1.30405331150463,-0.279433986594151,-0.837152405871398,-0.379426074037631,0.731343976294642,-0.0567006649094598,0.102294718272153,-0.953040696047975,-2.05040762758551,-1.02478304536562,-1.37786143988085,-1.49614025732445,-1.2048273986843,-1.34971259229175,-1.15862538610665,-1.00812415410617,-1.25050839741151,-1.34141605517415,-1.01727538941762
"141",2022-09-02,-1.69650577239859,-1.49268972806228,-1.82612655293727,-1.43575708549752,-1.2765015493247,-1.43236236418303,-1.19503425876604,-0.162964637377311,-1.36299600016343,-1.20066409185284,-0.392381390774051,-1.45258274171921,-2.17799382466232,-1.21246681843624,-1.62991721211191,-2.02938456972523,-0.00328821119206158,-1.00201322924041,-1.35735059185728,-1.2130848964579,-1.20251174260859,-1.28140585845618,-1.01905069805839,-1.26016105522882,-1.22658251209112,-0.951069612458742,-1.25505043182781,-0.939007707912251,-0.862374973536067,-1.90522855704942,-1.2062325279141,-1.32238964703076,-1.2190891772739,0.0517756855948727,-0.443766192018906,-1.57276519676908,-1.61597298157736,-0.682840212018409,-0.560716339184473,-0.484013073276808,-1.53335718874137,-2.34267759099629,-0.672869775849357,-1.39053164677315,-0.321477689662425,-0.824375734906744,-0.524477528921455,-0.0943968183028751,-0.505167247971809,-0.460161845817211,-1.33380879549124,-2.14001949010568,-0.932448119204191,-1.36073555647449,-1.41484325289562,-1.11107671826762,-1.33377588588478,-0.903052720850518,-1.31495066673798,-1.25550321133894,-1.36186055748481,-1.04648306724531
"142",2022-09-09,-1.3748330092624,-1.46301009374257,-1.43003511361771,-1.4480902356194,-1.29193074528127,-1.54171055383628,-1.25106484888449,-0.185379632822028,-1.30332867262384,-0.743327931905898,-0.346621206306914,-0.865757505441484,-2.13519841989291,-1.21176542388173,-1.58707919358744,-2.10904333404001,0.255695450833969,-1.08199379352247,-1.31573942835043,-0.959649025987398,-0.846892529514031,-1.4828701443968,-1.18734954435106,-1.30914382691439,-1.33157317465119,-1.05247644931998,-0.891245059177308,-0.862704306679619,-0.496271972506582,-1.57175264401042,-1.13686009728646,-1.11855829862056,-1.4193157551158,-0.0554262724656776,-0.313225617448227,-1.52822649191134,-1.51035559106098,-0.68738674724078,-1.55480087494104,-0.358579929566461,-1.22850816808468,-2.25377480368808,-0.818743436316689,-1.09109698782598,-0.266047284016363,-0.812778129536602,-0.661833875761674,-0.54510920893628,-0.556984447471592,-0.550403378930528,-1.48219196934656,-1.85609658312509,0.077701954599978,0.0835992283681125,-1.38378897366111,-1.05681180198314,-1.2629455053082,-0.512019625035685,-0.966855086163756,-0.770487127358464,-1.34960551137645,-0.327849301861896
"143",2022-09-16,-1.51535246002597,-1.45474376958092,-1.65462310452942,-1.51219879270516,-1.2213491484245,-1.41218362460218,-1.25791341587068,-0.425370438580176,-1.39357906778693,-0.26769407207113,-0.305862217602027,-0.541597858293556,-2.15804776532288,-1.13853924060337,-1.71080272618956,-2.11466735578394,-0.865956432853065,-0.833525605295764,-1.66698373475206,-1.57745662147486,-1.22212317306851,-1.62657076602176,-1.43389079622331,-1.28213935204287,-1.56648389070002,-0.454959950177356,-1.14763595264396,-0.955851294811144,-0.347590162687402,-1.07071498253624,-0.871251705053704,-0.700993756796304,-1.82480387492062,-0.764056487580069,-0.367014568106649,-1.43616925109435,-0.635529129203652,-0.568753456770922,-1.37496457740518,-0.193838567790042,-1.16322913932024,-2.1097702105049,-0.996862381551592,-0.933077911537763,-0.255936121728783,-0.844880872721281,-1.10722338250778,-1.39009619055185,-0.679633594733571,-0.901115797030916,-1.47085681316404,-1.72714314100882,-1.1070376435061,-1.00233358138772,-1.358346573607,-1.05348575077931,-1.32192034639991,-0.848937003765699,-0.961035455064069,-0.216650075727636,-1.26297537413518,-0.202889361852574
"144",2022-09-23,-1.39571050609425,-1.39642024002647,-1.64784152383095,-1.41932375006638,-1.14951247222615,-1.45087883978081,-1.30757591844308,-0.516173656433522,-1.44940362660444,-0.623832659378986,-0.234207633441036,-0.0987550173280253,-2.11270915546757,-1.02677467506497,-1.7273349003294,-2.16957923144683,-1.24666532041143,-1.17811043733988,-1.47648007570848,-1.57621109085403,-1.01016208748923,-1.66526034685568,-1.45619240134289,-1.26364347255687,-1.68915792743363,0.0661129510427825,-1.19076430361897,-1.06842304779289,0.0504913158692128,-0.800811209876035,-0.920336245868119,-0.658087135014613,-1.76414506579846,-0.936681761904409,-0.474535562361389,-1.42415706878885,-0.393874584311533,-0.520755397168212,-0.989525286900695,-0.146902343533073,-0.750699105332737,-2.10714366197956,-1.192678902703,-0.992667269682447,-0.166036741981826,-0.874201698140813,-1.26504849369753,-1.42431646031697,-0.796223332952944,-0.895734366149616,-1.47506939352184,-1.82219191659015,-1.13633570268573,-0.840578734409799,-1.38924691778853,-1.07960331929346,-1.32884106070715,-0.796991122312199,-0.917956086229293,-0.127739336920274,-1.20111403568963,-0.340123571478728
"145",2022-09-30,-0.903395330221239,-1.32906555303432,-1.59037746581196,-1.3545473028265,-1.17676489853496,-1.29308998315536,-1.35866027632834,-1.04967315140415,-1.36811173412526,-0.779835241234451,-0.279193218442363,0.317254515540772,-2.23480925636373,-0.991772957707474,-1.2938760105041,-1.49529245371011,-1.56536671885874,-1.08909868751178,-1.33420407872734,-1.41751609403905,-1.2943034829194,-1.68584442654819,-1.48431255026126,-1.38169453892442,-1.668021833961,-0.00632956837179437,-1.36995151579074,-1.21613949769201,0.443934456371325,-0.943602874752346,-0.454856205770526,-0.955905404189432,-1.43602994065791,0.399666020845752,-0.660751327104373,-1.42519587148239,-0.592675684648757,-0.523064492959518,-1.40658628126655,-0.0963047075349341,-0.665051270990398,-2.10376431232904,-0.974330148386804,-0.740084310990426,0.131162549392927,-0.879854901501604,-1.30641313824721,-1.50429751845848,-0.988066075538195,-1.25927430202487,-1.54152800942552,-1.84667507300129,-1.14215655392735,-1.36924361443166,-1.38858270512759,-1.06477230797433,-1.25696716312284,-0.604337765476268,-0.759663710720505,-0.0797392679092777,-1.11696335664174,-0.33980100079633
"146",2022-10-14,0.0130115010215245,-1.29074522131133,-1.64216371584123,-1.30995738874758,-1.18708968897305,-1.16940724049316,-1.40706098639057,-1.29703494178324,-1.29572582772281,-0.272436126861164,-0.301647824302732,0.740574340420787,-2.2917698528648,-0.905492702134285,-1.0063781286421,-1.64305045440314,-1.53993725205502,-0.860186296399069,-1.36058371086983,-1.52249503396346,-1.29203702793406,-1.69743746817754,-1.42206194132033,-1.43141214952442,-1.56041436826457,-0.396939999699836,-1.42472353597121,-1.28797332149132,0.718360021437481,-0.946016598648828,-0.530453089042603,-1.33822991161034,-1.50042607494034,0.30468038386084,0.0832143737937228,-1.3817736181608,-0.835740189531375,-0.564587094977578,-1.39636825208139,-0.0863361460820047,-0.646161461835584,-2.06344007657129,-1.04965141919411,-0.862250406677669,0.44884447464604,-0.948069442015836,-1.47998046682106,-1.59008663490544,-1.10629093869251,-1.41685978801416,-1.45570412214318,-1.67570692389958,-1.16174312209082,-1.43367641724225,-1.47135348247983,-1.23685245490025,-1.4777006142694,-0.57869837551053,-0.615651420385737,0.00765272436651067,-1.09502278644327,-0.22923232141306
"147",2022-10-21,-0.658016398710584,-0.626077511220385,-1.70552539327375,-0.607955449365431,-1.2476776441239,-0.968842841709605,-0.902146550338497,-1.29854079887502,-1.21698723364351,-0.304932156103602,-0.311934848926578,1.18681192836696,-2.27012207797546,-0.811266613418168,-0.240613917208448,-1.35703514922787,-1.45271471672493,-1.11882381032031,-1.35691589314764,-1.39361617230771,-1.02530919338781,-1.70613342177911,-1.26500347090612,-0.580686514135064,-1.47023490614729,-0.554154023498492,-1.41705379283121,-1.36682451203135,0.594561174968531,-1.28669301439868,-0.966206594652278,-1.28528842235955,-1.59282115539089,-0.0140200151892797,0.155634064346423,-1.40295736665775,-0.779019667038219,-0.47154428504583,-1.44701149536128,-0.0270460784757849,-0.611900517001166,-1.94730665563758,-1.20374330599905,-0.717281991898417,0.343337494112695,-0.498789859646272,-1.31891267788044,-1.70444316650821,-0.414692467365009,-1.42581346103278,-1.47233502486219,-1.7761026935358,-1.20883174598673,-1.01686734488595,-1.63861499087199,-1.40122765707342,-1.5937248642034,-0.528501123038509,-0.587769872736514,0.000607004819777239,-0.815155081664724,-0.627994359734517
"148",2022-10-28,-0.49509495909466,-0.627986018351394,-1.67812374270149,-1.42453071226426,-1.10409737137024,-0.688266166274944,-0.624882833795443,-1.36910404527487,-1.11889338776142,-0.375148996710416,-0.403981481476964,0.969568351878573,-2.5136435854256,-0.982238156074693,-0.572066719471737,-1.4038691607729,-1.27645340551943,-1.19110573007843,-1.34099688293993,-1.21338351531579,-1.09692192399214,-1.72647750423462,-1.46101734386003,-0.280905764946626,-1.41320119429443,-0.623761353993797,-1.20822446868698,0.648004425843676,0.497028764372634,-1.46978994400266,-0.819366433663321,-1.36438170218785,-1.61398985902087,-0.640504619357915,0.150039860689365,-1.45024424057234,-0.835782339718708,-0.500752110812294,-1.47576341741816,-0.0156204094235509,-0.824868372173715,-2.11637483600732,-1.27417720694087,-0.889244936327549,0.300699216158468,-0.649748187404625,-1.64940673704051,-1.86265271697541,-0.110453329798853,-1.45821173889943,-1.50498753346058,-1.88642390996587,-1.21353585037518,-0.286219063373859,-1.84915829176515,-1.55524819066605,-0.726570766289241,-1.01977246072716,-0.607137514794255,-0.406134780674073,-1.06328257329762,-0.666542687188896
"149",2022-11-04,-0.791435631345339,-1.17785435471574,-1.69245105790591,-1.76266498664378,-1.21679122503816,-0.838117049296027,-0.642679076310816,-1.43852957781233,-1.40074711450974,-0.196278986201624,-0.470836780151573,0.823212910379377,-2.54906447556802,-0.959280846404267,-0.779653868311285,-1.89998806094461,-1.47979696504883,-1.26861546305297,-1.40722569132604,-1.34579709444662,-1.26480883198494,-1.74212693292967,-1.21808060634048,-0.524435263436009,-1.45652397663117,-0.686389391372775,-0.832256966495486,0.113612176184981,0.36714711142733,-1.50348637662984,-1.26508404319927,-1.51587350438639,-0.904470171814055,-1.04719683737172,0.0715376173201544,-1.5717670081325,-0.988172655224585,-0.581180473993306,-1.41335015335213,-0.17841669799345,-0.909789346008584,-2.20292904745606,-1.28139010501998,-0.805694925594879,-0.489477094525396,-1.16795313084178,-1.62780461358194,-1.93880769161542,-0.241123500748357,-1.0989736649656,-1.51671436823274,-0.61449741685156,-1.27102934480914,0.0297218621845313,-1.95927726517116,-1.02233054554118,-0.0579510221965302,-0.857542765996736,-0.841249365374224,-0.62420344108567,-1.10567012656452,-0.927080027888447
