"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"136",2022-07-29,-1.19235577201998,-1.12882203468773,-0.806617822015493,-1.36654171996268,-1.06309990062634,-1.18070173559974,-1.41549912665149,-1.62525430003532,-1.29712632989387,-0.866622805604563,-0.332533747421728,-0.734946260482461,-0.826861855491682,-1.24664320893118,-1.4962404871065,-1.22957030677704,-0.414151456780626,-0.73510507548902,-1.08443137129085,-1.56022133754284,-0.921904784296739,-1.04380410961265,-0.768679381485644,-1.33463521796917,-0.655552167828783,-0.464586311527089,-1.27891981878498,-0.113620086897904,-0.618571810135173,-0.102799067124835,-0.797254123449606,-1.26812242521174,-1.67113443877869,-0.886545132998561,-0.745599530003854,-0.848130421449533,-0.949184640515303,-0.908330357133486,-0.875602227483272,-1.03241128540633,-0.756315119792358,-0.50996962971889,-1.07965761924127,-1.20946268125461,-0.709285603032861,-0.221803758611279,-0.188100103658702,-1.45272401165752,-0.26566204371385,-1.43231053467691,-0.98303488617371,0.898762167435657,-0.591736801479404,-1.19296837808669,-1.17448087072844,-1.19867227829245,0.199317598831055,-0.824364760991697,-0.882595212971239,-0.943026435596251,-0.974982546024659,-0.586609203356766
"137",2022-08-05,-1.23003486948368,-1.12379939885959,-1.11831203262805,-1.3843081725219,-1.08247912574565,-1.23774130220698,-1.41366287096983,-1.65976628870953,-1.30739185630055,-0.694730859051534,-0.0373225719636661,-0.604584968151134,-0.705225505062203,-1.44952943067133,-1.36586554701927,-1.05952916108012,-0.525901997396906,-0.62908928447509,-1.32053858818079,-1.74968663101871,-0.651114877032421,-1.16501250501287,-1.12319219790572,-1.35384549319605,0.278350748543151,-0.317355245862331,-1.20767500119266,-0.0162986881287628,-0.48461501754919,-0.0787825370908047,-0.687828282003239,-1.19704009532035,-2.49384199273915,-0.841510077462508,-0.627781336345234,-0.864792396543916,-0.891439166346871,-0.877301568194754,-0.743742479396057,-1.06364101124721,-0.631679216834834,-0.351777460666477,-0.82285245635191,-1.28194115095599,-0.655426092139245,-0.236954297597946,-0.956091611004287,-1.24712167633267,-0.449466006615592,-1.41655377698339,-1.09382753796367,0.84847195436806,-0.641943791667652,-1.2332476119895,-1.31203377458731,-1.30819354437756,-0.0751672196728981,-1.1101306500627,-0.796406260290202,-0.983264401889469,-0.951058130559374,-0.617786629568696
"138",2022-08-12,-1.27361946035041,-1.12799526844011,-1.13770264627489,-1.34915569753467,-1.09601173947697,-1.14756175272027,-1.34617245327892,-1.27911701998224,-1.33562266020035,-1.00019874293172,-0.0887554723907535,-0.752059015755039,-0.686846499600743,-1.24241898270796,-1.55997128420389,-1.12636438662134,-0.731094952381815,-0.886198161577935,-0.903985725165396,-1.13110967154718,-0.00888228448624174,-1.18047954100805,-0.716138073622296,-1.35698354293623,0.26414545000864,-0.518175041949571,-1.38478515968117,-0.175440400279715,-0.600510525794737,-0.13206679829529,-0.680696122826724,-1.22498427279624,-2.51541608370736,-0.786399193965823,-0.681560909925017,-0.858375477246497,-0.671534770230174,-0.600815365336688,-0.964066973956186,-1.07202327161847,-0.633742833287125,-0.726001693177588,-0.857999953033513,-1.27908737624496,-0.904465793571722,-0.321468596798676,-0.995542955066944,-1.20832979005215,-0.571606644582581,-0.439963853212191,-1.04267361496261,0.290987179530002,-0.761171991199095,-1.1817992785466,-1.29616597484072,-1.34506324456232,-0.110436730361764,-1.13988069725665,-0.861550797741326,-1.08847247664941,-1.0518118106835,-0.656188826291103
"139",2022-08-19,-1.30022130764088,-1.21432634487637,-1.06902125127807,-1.42815904525484,-1.11404501838636,-1.18052245104751,-1.46136966776208,-0.609728509527896,-1.39675726506513,-1.10423746273078,0.0343017705752667,-0.752875765453437,-0.649317656558491,-1.405936186817,-1.60143144754164,-1.13935054909303,-0.673165701393657,-0.957144366745159,-0.232337925845926,-0.725187921876337,-0.490846945736437,-0.69585964367139,-0.272816927538864,-1.27638839735521,0.443946150585644,-0.438242727499677,-1.42826786707563,-0.327088870037716,-0.490902129409753,-0.141850348555234,-0.566133874490533,-1.19140390694223,-2.18694955747454,-0.895578385947731,-0.68848894590005,-0.825375736191552,-0.927066386613501,-0.702195867029702,-0.961192575151441,-1.09446145038024,-0.271014861156148,-0.784592920816869,-1.0609766163545,-1.3186131239987,-0.900977923718961,-0.337804383405127,-0.908898548809106,-0.525527712486059,-0.596372763375785,0.427602960818869,-1.0501376393607,0.118907019513827,-0.779807218512554,-1.36926559385887,-1.17930392353164,-1.24111497094059,0.0421683456660412,-1.24925389620576,-0.92245591238918,-1.11943724284642,-1.05647979749822,-0.573907249986776
"140",2022-08-26,-0.518184618536477,-1.21105033538438,-0.382886660214635,-1.50052940770881,-1.10535031338145,-1.23169865315062,-1.50661594800124,-0.985444500517938,-1.42943721195247,-1.0168339084691,0.448748152634748,-0.658216270805483,-0.166712579282584,-1.48502088072093,-1.48574323599746,-1.2380313605746,-0.543998835836536,-0.882059706491099,-1.01762493580544,-1.24896226151016,-0.898358455578018,-1.15854580982492,-0.52360859717907,-1.3624525534332,-0.239224044477021,-0.424340134424866,-1.39984237384643,-0.318833391359053,-0.539932986821749,-0.0945717095501004,-0.501937918985973,-1.1423879477741,-2.03196675518441,-0.77752813705387,-0.695101903175352,-0.916673030090618,-0.991134211375468,-1.19428034827523,-0.927849616727965,-1.18867815571045,-0.43355533002477,-0.800053087744203,-0.903887209471278,-1.35080743065157,-0.811193979670364,-0.186831791822523,-0.642566040093827,-1.06406961670124,-0.402593208303422,-0.481891330749411,-1.22521127076096,0.0262193806639023,-0.666352960087827,-1.41454471981495,-1.04777676466369,-1.05186456847762,0.117530473962904,-1.16644911684725,-1.10645497002806,-1.06632485089226,-1.04319517283238,-0.548219985339257
"141",2022-09-02,-0.255107484238234,-1.31929328362286,-0.588376807803034,-1.55140237861982,-1.07041920870582,-1.25405323359342,-1.57843517277108,-0.899621796180853,-1.51285265271999,-0.801832774431102,1.09820070467897,-0.609669703501524,-0.358643306213759,-1.59300004841169,-1.47183266419725,-1.35041998399479,-0.697536939401056,0.102844418177309,-1.42849398983903,-1.54989996988621,-0.987073198933127,-1.42631803966169,-1.2903559603422,-1.49070183647565,-0.483328388359753,-0.0668666291051924,-1.36824275329506,-0.34731333998326,-0.427439273042256,-0.13607509484345,-0.341072009452411,-1.11701696856595,-2.82712995719245,-0.814183618928156,-0.589709226541634,-0.481802300043498,-0.968215958452087,-0.674146261218595,-0.285320462990903,-1.16691537246541,-0.629717762632383,-0.897824133629754,-0.886801759952685,-1.40158200062681,-0.98937023784375,-0.10370313763769,-0.615391921349655,-1.12082866922499,-0.27549171258927,-0.881244595803471,-1.41221674107681,-0.0964158950061251,-0.680000198115471,-1.45894711452269,-1.00121438212656,-1.02578412083897,0.0251752238840269,-1.14661651782445,-1.21971689673214,-1.13228909294124,-1.0723478693413,-0.548390856100296
"142",2022-09-09,0.486885991057017,-1.25059500250962,-0.682690622390993,-1.46305813283674,-0.990474457058578,-1.28369688007438,-1.54806150076589,-1.05348847165833,-1.4906876918375,0.736408133304147,1.05611029775324,-0.777611306453153,-0.0873167841206955,-1.52555485643326,-1.58069327285541,-1.42049373095919,-0.736887496924297,-0.676447704190957,-1.31552641422533,-1.59162389982227,-0.976575857617294,-1.37027923157093,-1.10147767009454,-1.49768195394427,-0.520481821772561,-0.290929556046779,-1.31901617577741,-0.351110380312054,-0.0407869894880798,-0.0894990474220302,-0.180781518441364,-1.09441230145778,-2.73692382491739,-0.872183848842993,-0.675521662161877,-0.0525916410397415,-0.91614490639811,-0.0279715697505357,-0.0827459325469227,-1.1300094412126,-0.900176552190397,-1.0430870676229,-1.05082913653706,-1.41046401120376,-0.538499579314058,-0.112066892107555,-0.714063556022941,-1.09024302797479,-0.233247609091293,-0.922274901180488,-1.31801893436978,-0.440992720359204,-0.634571209595236,-1.52717296208155,-0.961698794161603,-1.00133930402947,0.017430808500732,-1.25210338941328,-1.22460279508787,-0.961564793911075,-0.982843173305415,-0.472736176067541
"143",2022-09-16,-0.406309389692474,-1.34657006350373,-1.32820450025935,-1.57419675053097,-1.06653098940163,-1.1225738326801,-1.64900940872834,-1.34971421333788,-1.58726616611038,-0.00600502480788273,1.5928314282191,-0.590452230052872,0.0673965343382606,-1.68717107727321,-1.51483869341108,-1.32267109470935,-0.608850982314633,-0.900572367703742,-1.52869804449549,-1.64591797167528,-1.0728542431869,-1.34376124808505,-1.41128539571869,-1.55630754235168,-0.559398430001314,0.702096719029599,-1.09920624175,-0.357723337786866,0.748608726635664,-0.0660927712506512,-0.0282592037487567,-0.970063160426541,-2.4409100357059,-0.757390444679989,-0.573405000394872,0.544932321408093,-0.885409214227655,-0.0147642148335017,-0.697059666448721,-0.961568659989672,-0.741353748322832,-0.897788006308212,-1.10219097512811,-1.27381876864688,-0.661124342572203,0.440815534869679,-0.752241807919749,-1.20276849211665,-0.0117415642436215,-1.0519236380236,-1.57695249204544,-0.324595249233026,-0.507958321543941,-1.53121097457158,-0.899688301353161,-0.945833497964947,-0.095816775825505,-0.924486887554046,-1.12681149689544,-0.75019001402111,-0.919098391469835,-0.0360508125016941
"144",2022-09-23,-0.250187416905692,-1.33608696956741,-1.313065998353,-1.62778793920891,-1.07255716048495,-0.541443242816044,-1.6718715461174,-1.2968416816912,-1.60006027533323,-0.335798309777757,2.0508416998568,-0.317225138482191,0.500042814336138,-1.29313789842629,-1.38230636397436,-1.04859529405171,-0.556464963646363,-0.777336121386084,-1.57364682386764,-1.55342001038796,-1.01062990907099,-1.56947619867356,-1.39417728485826,-1.55279908516067,-0.442738640146125,0.970014365958277,-0.922552174338256,-0.347378958567791,1.16100251586532,-0.0265200658162076,0.0282344020981109,-0.873410262422142,-2.49093635232913,-0.60984998293715,-0.245867940010109,0.875916267003025,-0.804377765595703,0.0388577891019217,-0.924775560999434,-0.896401525182999,-0.880179605488039,-0.8729184643343,-0.998841123309548,-1.13468183742364,-0.736744425857714,1.93576095443983,-0.588210356708971,-1.2041694588805,0.0734627431768387,-1.15283233485792,-1.63111966204998,-0.568245288380925,-0.44244984287556,-1.24742356560165,-0.783721496122736,-0.850614975831974,0.0630305248533699,-0.546967041312858,-1.05890150291517,-0.370521887329606,-0.722335423965775,0.68424767218744
"145",2022-09-30,-0.746417004265294,-1.41776709981254,-1.3128637749296,-1.3451259487874,-1.03902212297313,-0.199188784410419,-1.69265733106658,-1.2838972869847,-1.55292734671674,-0.893090479905477,2.46028532681184,-0.0550154447462254,0.575911013491864,-1.03416006371881,-0.943436479135272,-1.08763818552919,-0.514202186354228,-0.84435038271665,-1.59982925071636,-1.65345535192879,-0.963286024415976,-1.59777715579234,-1.43138263146316,-1.56826814465195,0.305537858846254,1.6043532600856,-0.770913246180154,0.187925112718106,2.0208756838977,-0.0135660432945697,0.120584582416406,-0.961887895399275,-2.84558325377169,-0.642587033119512,0.38296541835225,0.68860185495214,-0.925552015754404,0.462026640571367,-0.775025043231545,-0.11276526195451,-0.86492194422871,-0.64165678449521,-1.00826793037402,-0.969037951607948,-0.590320093299815,2.57389720728742,-0.475371142626007,-1.11425701853953,0.128461048223992,-1.11087846164004,-1.71066237936335,-0.499432915373289,-0.319245610661834,-1.01208827374211,-0.63335552956066,-0.74016212422964,0.184098001680584,-0.151438301983316,-0.863251323469847,-0.592589608501152,-0.666403191702659,1.35184226562152
"146",2022-10-14,-0.513635881317273,-1.40377528818886,-1.36038919888331,-1.05889706787723,-1.03372201242205,-0.191077238444435,-1.67392400920116,-1.3457655066649,-1.58625116868354,-0.954268302371733,2.24620215371581,0.0349804038571972,0.574874512586265,-0.942874322277777,-1.24025265036107,-1.00428730449753,-0.584462647987738,-0.0795838923162952,-1.4807888331028,-1.49013616214384,-1.04553438927343,-1.39455603368194,-1.27662503367993,-1.52834687395943,0.300263936003389,1.21206859034833,-0.857135281101717,-0.347719375966274,1.31010781599672,-0.145044024458311,0.0513487841299282,-1.08204826676859,-2.9519731229998,-0.58274396907048,-0.0257621258292191,0.601412869320295,-0.917373396960814,-0.158431945954237,-0.937755143286534,-0.887297456859793,-0.874338119040825,-0.708990013746414,-0.752376983121816,-1.44712381818649,-0.725037076881106,1.62806473721828,-0.275474874271455,-1.27840109223528,-0.030719044941605,-1.22149053778538,-1.46023804418799,-0.670071047114078,-0.398191367758634,-1.23474123152456,-0.811199352592703,-0.976582974536679,-0.0467918489560086,-0.542960937039752,-1.0646266746986,-0.751198137481912,-0.749239275253544,0.502368627654251
"147",2022-10-21,0.171869150276471,-1.13001147299177,-1.32744625091951,-0.943039142602637,-0.467656698653104,-0.639659001395294,-1.0683930011609,-1.36374946559356,-1.06257721583812,-0.919082464516378,2.194126535306,0.821068095358182,0.807240977725739,-1.55233733846001,-1.45263598062226,-0.788536070103882,-0.487278096609546,-0.621481215424593,-1.44258739497468,-1.60839565567324,-0.544630474140715,-1.37756689547718,-1.31156388470335,-1.54411916385794,0.467073717613094,0.917159431547198,-0.764891076751425,-0.410038210231812,1.48340559741752,-0.269399438243766,0.169208390949331,-1.05272014985489,-3.02422355822356,-0.396789605615302,-0.000863770113270539,1.64428582860368,-0.754067030406438,-0.0189666669032596,-0.833443387273772,-0.444360654462461,-0.817955786818926,-0.601932833820204,-0.555148618494087,-1.17809035718359,-0.696106631999593,1.98649473568574,-0.579130206363289,-1.31722344472271,-0.124360704456347,-1.16546290902216,-1.45319417115101,-0.317213635024243,-0.464378230738905,-1.4313142646068,-0.927690299019412,-1.10367955556565,-0.297886303972355,-0.464623912449928,-0.966083860167716,-0.626729367861252,-0.549283442106323,0.854244410133154
"148",2022-10-28,-0.0907875917715756,-0.0787150341766371,-1.22651498186213,-1.2290416255023,0.0330117724723679,0.424420770912248,-0.11422828975332,-1.27091830104996,-0.393469168505441,-0.769765697970955,3.05525670111657,1.94025959352733,0.73799059400114,-0.700368227831658,-1.36742092660233,-0.0670236773601836,-0.40476842865982,-0.774335353275231,-1.48160782902003,-1.68135052164788,-1.05722077678851,-1.44360582666201,-1.39931269113771,-0.886808402909322,1.00495190915026,1.63538038497718,0.210174405683203,-0.398089468328029,2.01236891438174,-0.171481506139354,0.232127417269905,-0.835968592832228,-3.02224347114995,0.122687923193534,0.911315708875825,2.84535943922045,0.443774222093101,0.51314558635837,-0.737568724963543,0.628310063026624,-0.171375983701762,-0.339424887504951,0.576671472091591,-0.368682794300074,-0.235544657376921,1.49649792304169,-0.682327504389464,-1.182190171992,-0.00941008650739344,-0.679847533928649,-1.55901371357962,-0.649299287916412,-0.399073809563205,-1.60030983458345,-1.00280365124902,-1.24253421322087,-0.581953283806701,0.704129888393974,-0.73850600978553,0.727783568822003,0.0353651044765729,1.45694699305947
"149",2022-11-04,0.46516142285579,-0.778249783834922,-1.3586393003023,-1.57720119304095,-0.650039601216008,0.142911301068416,-0.512661507769408,-1.09162276207142,-1.21956448748196,-0.973781343947805,2.5046502410932,0.971326048462593,0.288359549224365,-0.724867010739174,-1.50620527305644,-0.00219756209630984,-0.6987938041729,-0.956584135450905,-1.24705003854128,-1.54038237562212,-1.02973514246544,-1.28146935029202,-1.27018596262078,-0.717537731196269,0.228015008896959,1.03276041492557,-0.749210357834238,-0.434844464892601,1.62954815413952,-0.274257996467698,-0.525575781134427,-1.18313101745257,-2.23318492254822,0.145843511117183,0.837874753622074,1.95481091133502,-0.442654656772026,-0.0961211799900637,-0.782144294362585,-0.197705822468522,0.0988371743683659,-0.420349272083014,0.557734398327425,0.460159476278778,-0.872226211068239,0.290562416727882,-0.920459373287907,-1.30970091931816,-0.23687291246146,-1.18675463549446,-1.26521274539062,0.0172168892797773,-0.508973931578295,-1.58989258564611,-1.25341215963196,-1.39699261744359,-0.73026204313687,1.10070401244695,-0.98951928498165,-0.170993630368994,-0.814521054899926,0.486884384542665
"150",2022-11-11,0.547808844951668,-0.960420029029718,-1.34237444770143,-1.42747331173876,-0.807176876658455,-0.760825740554367,-0.47519368436938,-1.16417316245123,-1.4315663313958,-1.09408134445906,1.03742307326282,0.868886563180994,-0.198746779156528,-0.88496327838784,-1.61328732278233,-0.0834005575775122,-0.797706430840215,-0.913480050324097,-1.42518191813302,-1.41465878604703,-1.22478948099137,-1.34109391467479,-1.33910065790222,-0.996286166854582,-0.485944590582852,0.309968719363608,-0.763823019626142,-0.473761942708905,0.731505084115907,-0.240131972899071,-0.91658244254681,-1.22845243148486,-2.08328196318862,0.464537175486323,0.607081349217047,2.45914224841587,-0.0764614915474232,-0.408404858545551,-0.945470699002776,0.147846082722003,-0.431338940801732,-0.480036233598779,-0.423704438627921,-0.759679126779936,-0.977645320826992,0.281015370483166,-0.734982663341247,-0.911920087174955,-0.151922215297411,-0.146997877306495,-1.28068481762495,0.228965592324633,-0.597041569205663,-1.5648012366302,-1.27078462139209,-1.38995958637152,-0.749083096713562,1.68855267391465,-1.27329596320999,-0.570724162716284,-0.918254944297295,-0.331424940959161
"151",2022-11-18,0.497430416064276,-0.822584394460807,-1.37523227148699,-0.977117380869163,-0.906066475650334,-0.696802365732365,-0.321444692598594,-1.13692440983884,-1.428294773355,-1.12935260530154,0.119654152250853,0.44037762151807,-0.526624548452194,-1.54388169752604,-1.57542638538194,-0.19292668035194,-0.812382715829684,-0.961882612699631,-1.41320516486133,-1.45679286392943,-1.20397426730423,-1.37443348259805,-0.953862032948981,-0.670400596176315,-0.945067650845479,0.178104922973361,-1.08847346945782,-0.502100201078895,-0.119898503117265,-0.382613131588388,-0.943838342047651,-1.25262857108591,-2.19674617453647,-0.25476614182907,-0.638716869918213,1.36143322682144,-1.02263646642722,-0.230266998278512,-0.946183453044107,0.0763541667507302,-0.280248109950739,-0.826174491226523,-0.250192485060323,-1.00498537741036,-0.734098552493935,-0.0846658051694589,-0.922782197325285,-1.0151033290397,-0.349084053464568,-0.383408492135981,-1.14527445597454,0.673129088977055,-0.710363106232628,-1.56942704571863,-1.46837712268738,-1.47311634811383,-0.45835139471768,0.469202306959833,-1.43700434339983,-1.19440805123229,-1.12991507256712,-0.717257508146555
"152",2022-11-25,0.736168824573258,-0.621349176900291,-1.37580990273833,-0.630624622314408,-1.01380803114853,-0.468820956734699,-0.787642243965327,-1.11272744455201,-1.28441615216409,-1.08706351380724,-0.250442766441567,0.157441587908648,-0.795258556220693,-1.76488604185095,-1.45512587346584,-0.45148096122193,-0.859385147437135,-0.94816161596084,-1.31953486468564,-1.20282795597167,-1.13167041704645,-1.32583834192361,-0.429049472282231,-0.587158507921223,-0.953767897727598,-0.434195390004735,-0.418200893531144,-0.48823785786313,-0.130155026748479,-0.292590491747045,-0.791165896013694,-1.19729730651446,-2.09363165468586,-0.538340205398695,-0.69367053318953,1.23116998195765,-0.953146628130153,-0.323803274603293,-0.884814988012759,-0.161662124577428,-0.731650219325833,-0.953324939078435,0.145432131334703,-0.983444117467482,-0.853683940365441,0.0325291339209831,-0.790343780827598,-0.862881188729806,-0.241662627560797,0.392857023699731,-0.928851322469574,1.72323869716603,-0.601435429822707,-1.37820992641858,-1.31315126762181,-1.28538461520544,-0.719606809766177,0.213182578266232,-1.46643837066184,-0.966062712497405,-0.82962176325649,-0.551467954771385
"153",2022-12-02,1.11116724324964,-0.568311586827854,-1.34331350969854,-0.518460669263403,-0.61456068295506,-0.308304141121149,-0.775281662234369,-0.8641602156988,-0.966295423136247,-1.22778150650511,-0.487309235813122,-0.0311980993359112,-0.855533031041386,-1.73316722138585,-1.56839474297455,-0.680406558384409,-0.844821835038599,-0.966300208257626,-0.975961119443023,-1.35425831048898,-1.21414926183853,-1.32364623977396,-0.329225859301871,-0.714468743281618,-1.14564518151667,-0.690407081136281,-0.899710836867853,-0.544111675313099,-0.392300346938229,-0.304321261857075,-1.08996537134804,-1.29436987227116,-1.80786377243807,-0.688316838305753,-1.09045635730672,0.269229980856932,-1.13648903800366,-0.614136779318565,-1.00400122824299,-0.519660109245239,-0.365045301294389,-1.41402632495249,0.147667158773761,-1.06718340670304,-1.0322306737892,-0.170865699345919,-0.836219738242517,-0.935270882678944,-0.2858419076328,-0.11871644333188,-0.991255433670336,2.40813908689063,-0.672792347408108,-1.64837488398074,-1.37932885191005,-1.35624728991975,-0.773145130144042,0.330520508248555,-1.5371092788568,-1.13268691294328,-0.976516474794401,-0.681706130197537
"154",2022-12-09,1.16100436429469,-0.882321449842899,-1.34401775280367,-0.540277376117412,-0.771836912306002,-0.865583574973051,-0.817138419183883,-0.892852287122933,-1.09095471448207,-1.148472357577,-0.556641669267378,-0.416703814764258,-1.08762875656514,-1.69212717286579,-1.36282354092525,-0.970817203300536,-0.994421248146158,-0.979295580437418,-0.640904491525465,-1.07959544751004,-1.23175472610583,-1.14765819092988,-0.357891249566015,-0.976747023792861,-0.96576720553146,-0.764697934946126,-1.10970507131781,0.0887622559366928,-1.00658997535826,-0.357353652310292,-1.36807554542101,-1.41399984711844,-1.51977089901088,-0.937061552595972,-1.28525174711867,-0.603130451545385,-1.26119857693622,-0.742217507155277,-1.00877063737905,-0.562703915820778,-0.934201121358852,-1.53174510948639,-1.14385499707704,-1.08335423232462,-1.04844760294151,-0.117259525139716,-0.932344121305095,-0.861050962052038,-0.362006869741458,-0.0897805454898047,-0.918163763227062,2.1401142572923,-0.575531756256325,-1.62845448574538,-1.31670711940021,-1.30325408651961,-0.729149426596628,0.447466144837451,-1.55857770654792,-1.23136302395584,-1.04455030375576,-0.719776138862386
"155",2022-12-16,0.403734464020761,-0.867550077425744,-1.37687205324182,-0.192757102037501,-0.482190351519292,-0.972515344567895,-0.922915296163963,-0.927754484256088,-1.35132619235581,-1.14731252931851,-0.529987466820557,-0.498284937940801,-1.00765816682323,-1.13868352544057,-1.47445813498301,-0.916970896545332,-0.812109055655924,-0.977544215125159,-0.686857299968204,-1.12892835235588,-1.18047476179792,-1.17745882868394,-0.229985606493404,-1.20970532257755,-0.661876234100307,-0.756743199343784,-1.23856053890415,-0.348324361338887,-0.986447250637987,-0.331832511448471,-1.40814835029129,-1.35985391596861,-1.62847028699548,-0.809582612280566,-1.34713019147217,-0.61479058449714,-1.26700688077975,-0.974069595983571,-1.06945301859211,-1.05525143955999,-0.977185400936761,-1.38501338548884,-1.17511915557467,-1.2365220699527,-0.998582987996521,-0.24987915057775,-0.941356985428938,-1.19140666920235,-0.339590824079735,-0.431053964910823,-0.898458232198956,1.3190714304151,-0.552694895735023,-1.62638313033219,-1.24857113698998,-1.26955022789334,-0.751354832093032,0.413887029600913,-1.58008501147094,-1.1681179226509,-1.01146688044658,-0.791558283802788
"156",2022-12-23,-0.622528821094532,-0.664083351420454,-1.44570199618081,0.174789781546366,0.168141791226632,-0.421238885763176,-0.562466621481755,-0.499548427749882,-1.15351471164804,-1.02654694922189,-0.328398740535806,-0.313748253580192,-0.94424551756888,-0.525591142837147,-1.44451101343186,-1.04388413746482,-0.960479345810949,-0.868788085301212,-0.187011690283069,-0.761056348561622,-1.08781561926059,-0.848912274610596,0.274915436278031,-1.19816159276948,-1.59733555791679,-0.592135119786223,-1.2599932872516,-0.565956438011117,-1.00457357329894,-0.355466281317719,-1.40953955168524,-1.23937272779948,-1.53439630840832,-0.774951075316542,-1.18117423636576,-0.737821436102377,-1.25134111043911,-0.856454780456459,-1.00821452446142,-0.938728236656738,-0.837824605706477,-1.2469398675146,-1.06846140341984,-1.28315869352029,-0.892537585175707,-0.356866153138063,-0.735643221012591,-1.1100040754254,-0.264521363086934,-0.160711943033471,-0.520426218865524,1.31644402804028,-0.5506255144196,-1.59964344495073,-1.1638213006088,-1.20342604698994,-0.729932904533523,0.675665504202482,-1.59949289441918,-1.18579681457411,-0.997272203608496,-0.926932266902291
"157",2022-12-30,-0.303190402227826,-0.579115248668148,-0.713402973879615,0.288166713686917,-0.321326755889296,-0.229849465076711,-0.568360548671218,-0.707678886441598,-1.21877947996093,-1.0200926697982,-0.257059744293285,-0.256494216447153,-0.917620176490447,-0.549887334368675,-1.517762318121,-1.0843670225906,-0.758107463163314,-0.852229759696655,-0.29018350825959,-0.880837135590563,-1.14874681250527,-1.11871362855715,0.00520263358309948,-1.19099724475968,-0.88927475895449,-0.723832342211309,-1.31213943080152,-0.610211979544198,-1.02538947945005,-0.250259295306074,-1.40512499121638,-1.21470990462261,-1.2961871114641,-0.747495350806186,-1.21218204027446,-0.847991654110543,-1.26998583110621,-0.910186848939072,-1.00512040902632,-0.994407760555993,-1.13296362217761,-1.32470072779581,-1.05076878037907,-1.33044380440404,-0.95897106250904,-0.487626367482943,-0.824895705565381,-1.22840248965397,-0.266856833324706,-0.260643055605539,-0.675287453536255,1.36884646440325,-0.565705314184723,-1.61391698461559,-1.17027763387833,-1.22697581260453,-0.54214766312334,0.400657688720956,-1.62262994601082,-1.19695807528785,-1.04241064162513,-0.957800791205807
"158",2023-01-06,-0.224915030018417,-0.891875569068237,-1.08699196739225,0.0449326127799262,-0.71055282179187,-0.815101653684591,-0.816462463647282,-1.25571305575143,-1.44524251710391,-1.0954415836497,-0.31267336627862,-0.432041542161658,-0.885896848870687,-0.928154352640422,-1.55919682432989,-1.08561938567609,-0.414921791034839,-0.886450005821539,-0.790978410302652,-1.27910691017982,-1.23468457151863,-1.4113257133435,-0.557032141444044,-1.34032251255685,-0.932882838910836,-0.721783619148248,-1.37288488834955,-0.619300228837096,-1.02037661656861,-0.273979855384955,-1.43049931840502,-1.29299568713352,-1.39539724016072,-0.971976318719802,-1.20972145979581,-0.814480644504555,-1.25968484488325,-0.994121865407474,-1.01363292645861,-0.982684061239329,-1.22835053385102,-1.40569909998576,-1.14986443015479,-1.37414356128514,-0.952246599921057,-0.543250220564413,-0.873005272196957,-1.32915576085066,-0.343909613115475,-0.358918336693882,-1.0954559440778,2.50962102348623,-0.661109256960321,-1.6626806572253,-1.28902420287955,-0.858971318503327,0.0984704864845581,0.0341002662042186,-1.57137921999361,-1.24667630933624,-1.09119926281307,-1.01310025064761
